0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13.47611004,14.52573283,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13.67126356,14.99978258,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14.92715548,13.37240959,13.2441204,12.3529634,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18.30367238,16.57307897,14.537432,15.52052619,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13.01832194,13.04610949,12.10864589,12.15126117,11.52900595,13.5488015,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13.83100318,12.40448691,11.35117562,11.28390897,11.83190044,13.51471589,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13.29911326,12.93466083,14.51551638,14.02806457,13.22108195,16.5640107,12.91679183,13.5488445,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14.62000349,11.99367561,13.12274862,13.6149807,12.70899513,14.77800267,11.3756743,11.40726262,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12.19956349,12.46543624,12.18245553,11.82381074,10.73864851,13.6235449,10.60703467,10.42581655,13.64594328,12.15376078,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11.33995692,12.89714372,10.63873106,11.9055989,10.95305158,11.85434988,11.11097748,10.15793617,10.57303998,9.884658498,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15.073484,16.05617817,14.93962834,14.71619402,12.26334432,14.87224452,15.03192597,14.48584978,13.9888591,12.5226662,13.77365158,12.15940207,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10.11803192,10.54747224,10.75403874,10.9503115,8.286785527,9.684521594,10.49265055,9.741476208,9.109485519,8.339906863,9.095998165,8.751040027,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10.03367138,11.48947099,10.09213187,11.00081862,8.07429548,8.372967873,9.869958741,9.085377422,3.549871451,3.565305493,8.366902104,9.320614959,13.61868617,10.66463322,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8.727121535,10.25819101,8.885896126,9.110568896,6.695547793,8.555961387,8.996154781,8.575851495,3.22095714,2.873100681,6.891715094,7.826585285,12.60309133,8.418708676,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9.528731929,11.533612,10.24713991,11.48962418,7.979138299,9.867643314,10.33255875,10.01023288,5.13840628,4.271317476,8.089338435,8.583476224,12.95830955,10.55013518,15.36361355,13.45489691,0,#N/A,#N/A,#N/A,#N/A,#N/A
8.717610059,11.40106559,9.607869437,10.53101736,7.702455292,9.33047112,10.77814847,9.191078242,4.08706292,3.25440056,6.77473495,9.040233972,13.30212074,10.98917033,15.44493554,13.51078361,0,0,#N/A,#N/A,#N/A,#N/A
11.42439264,11.29586659,11.78674975,11.05303688,10.57326583,12.34374186,11.3897753,10.54778763,13.93909596,13.56121352,10.96023282,10.64056396,13.46628781,8.573942672,7.081551721,6.263890994,8.58019476,7.067375581,0,#N/A,#N/A,#N/A
10.47175245,11.17076988,10.05299264,9.632247724,9.229261044,10.96475884,10.55223562,9.866499425,10.60945093,8.567895669,9.778293754,9.116993111,14.01783659,8.491872877,9.554567298,8.020604586,11.19082973,9.837004421,0,0,#N/A,#N/A
8.930709159,10.58515535,10.43836985,11.78815351,7.017277743,8.966092577,9.344106293,8.677883417,3.908152851,3.794877434,8.39602904,8.899447692,13.47509669,9.401668143,14.85872577,12.5969655,14.38220081,14.94030154,6.761839185,11.00754636,0,#N/A
8.753789794,9.707687215,9.151051563,9.112499798,6.927083675,8.503429982,8.032331012,8.675684168,2.962816468,2.979651755,7.148822623,8.676207549,13.53465821,9.567692054,9.957541524,12.06294284,14.81661157,12.82542525,7.40054605,9.612269764,0,0
